brottskod;benamning;upphord;kodgrupp
9369;Misshandel, ej grov, mot man 18 år eller äldre, bekant med offret, i nära relation, inomhus;;70 - 98
9370;Misshandel, ej grov, mot man 18 år eller äldre, bekant med offret, annan slags relation eller bekantskap, inomhus;;70 - 98
9371;Misshandel, grov, mot man 18 år eller äldre, bekant med offret, i nära relation, inomhus;;70 - 98
9372;Misshandel, grov, mot man 18 år eller äldre, bekant med offret, annan slags relation eller bekantskap, inomhus;;70 - 98
9373;Misshandel, ej grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9374;Misshandel, ej grov, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9375;Misshandel, grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9376;Misshandel, grov, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9377;Misshandel, ej grov, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9378;Misshandel, ej grov, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9379;Misshandel, grov, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9380;Misshandel, grov, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9381;Misshandel, ej grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus.;;70 - 98
9382;Misshandel, ej grov, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9383;Misshandel, grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9384;Misshandel, grov, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9385;Misshandel, ej grov, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9386;Misshandel, ej grov, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus.;;70 - 98
9387;Misshandel, grov, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9388;Misshandel, grov, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9389;Försök, förberedelse och stämpling till mord eller dråp, utan användning av skjutvapen, mot flicka under 18 år;;70 - 98
9390;Försök, förberedelse och stämpling till mord eller dråp, utan användning av skjutvapen, mot pojke under 18 år;;70 - 98
9391;Försök, förberedelse och stämpling till mord eller dråp, med användning av skjutvapen, mot flicka under 18 år;;70 - 98
9392;Försök, förberedelse och stämpling till mord eller dråp, med användning av skjutvapen, mot pojke under 18 år;;70 - 98
9393;Försök, förberedelse, stämpling till mord, dråp, utan skjutvapen, mot kvinna 18 år eller äldre, närstående genom parrelation;;70 - 98
9394;Försök, förberedelse, stämpling till mord eller dråp, utan skjutvapen, mot kvinna 18 år eller äldre, närstående genom släktskap/familj;;70 - 98
9395;Försök, förberedelse, stämpling till mord eller dråp, utan skjutvapen, mot kvinna 18 år eller äldre, bekanta genom annan slags relation;;70 - 98
9396;Försök, förberedelse, stämpling till mord eller dråp, utan skjutvapen, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9397;Försök, förberedelse, stämpling till mord eller dråp, med skjutvapen, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9398;Försök, förberedelse, stämpling till mord eller dråp, med skjutvapen, mot kvinna 18 år eller äldre, närstående genom släktskap/familj;;70 - 98
9399;Försök, förberedelse, stämpling till mord eller dråp, med skjutvapen, mot kvinna 18 år eller äldre, bekanta genom annan slags relation;;70 - 98
9401;Grov fridskränkning, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9402;Grov fridskränkning, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9403;Grov fridskränkning, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9404;Grov fridskränkning, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9405;Människorov;;70 - 98
9406;Olaga frihetsberövande, mot flicka under 18 år;;70 - 98
9407;Olaga frihetsberövande, mot pojke under 18 år;;70 - 98
9408;Olaga frihetsberövande, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9409;Olaga frihetsberövande, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9410;Olaga frihetsberövande, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9411;Olaga frihetsberövande, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9412;Olaga frihetsberövande, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9413;Olaga frihetsberövande, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9414;Olaga frihetsberövande, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9415;Olaga frihetsberövande, mot man 18 år eller äldre, obekanta;;70 - 98
9416;Olaga tvång, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9417;Olaga tvång, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9418;Olaga tvång, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9419;Olaga tvång, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9420;Olaga tvång, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9421;Olaga tvång, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9422;Olaga tvång, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9423;Olaga tvång, mot man 18 år eller äldre, obekanta;;70 - 98
9424;Olaga förföljelse, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9425;Olaga förföljelse, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9427;Olaga förföljelse, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9428;Olaga förföljelse, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9429;Olaga förföljelse, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9430;Olaga förföljelse, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9431;Olaga förföljelse, mot man 18 år eller äldre, obekanta;;70 - 98
9432;Olaga hot, internetrelaterat, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9433;Olaga hot, internetrelaterat, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9434;Olaga hot, internetrelaterat, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9435;Olaga hot, internetrelaterat, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9436;Olaga hot, internetrelaterat, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9437;Olaga hot, internetrelaterat, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9438;Olaga hot, internetrelaterat, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9439;Olaga hot, internetrelaterat, mot man 18 år eller äldre, obekanta;;70 - 98
9440;Olaga hot, ej internetrelaterat, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9441;Olaga hot, ej internetrelaterat, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9442;Olaga hot, ej internetrelaterat, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9443;Olaga hot, ej internetrelaterat, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9444;Olaga hot, ej internetrelaterat, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9445;Olaga hot, ej internetrelaterat, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9446;Olaga hot, ej internetrelaterat, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9447;Olaga hot, ej internetrelaterat, mot man 18 år eller äldre, obekanta;;70 - 98
9448;Olaga integritetsintrång, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9449;Olaga integritetsintrång, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9450;Olaga integritetsintrång, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9451;Olaga integritetsintrång, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9452;Olaga integritetsintrång, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9453;Olaga integritetsintrång, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9454;Olaga integritetsintrång, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9455;Olaga integritetsintrång, mot man 18 år eller äldre, obekanta;;70 - 98
9456;Ofredande, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9457;Ofredande, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9458;Ofredande, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9459;Ofredande, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9460;Ofredande, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9461;Ofredande, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9462;Ofredande, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9463;Ofredande, mot man 18 år eller äldre, obekanta;;70 - 98
9464;Dataintrång genom överbelastningsattack;;70 - 98
9465;Dataintrång med hjälp av skadlig kod i utpressningssyfte;;70 - 98
9466;Dataintrång genom olovlig registerslagning;;70 - 98
9467;Dataintrång i sociala medier eller e-tjänster;;70 - 98
9468;Övrigt dataintrång;;70 - 98
9469;Äktenskapstvång (upphörde år 2025);2025;70 - 98
9470;Barnäktenskapsbrott (upphörde år 2025);2025;70 - 98
9471;Hemfridsbrott inkl. grovt;;70 - 98
9472;Olaga intrång inkl. grovt;;70 - 98
9473;Intrång i förvar;;70 - 98
9474;Olovlig avlyssning m.m.;;70 - 98
9475;Uppmaning till självmord, mot flicka under 18 år;;70 - 98
9476;Uppmaning till självmord, mot pojke under 18 år;;70 - 98
9477;Uppmaning till självmord, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9478;Uppmaning till självmord, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9479;Uppmaning till självmord, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9480;Uppmaning till självmord, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9481;Uppmaning till självmord, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9482;Uppmaning till självmord, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9483;Uppmaning till självmord, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9484;Uppmaning till självmord, mot man 18 år eller äldre, obekanta;;70 - 98
9485;Oaktsam uppmaning till självmord, mot flicka under 18 år;;70 - 98
9486;Oaktsam uppmaning till självmord, mot pojke under 18 år;;70 - 98
9487;Oaktsam uppmaning till självmord, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9488;Oaktsam uppmaning till självmord, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9489;Oaktsam uppmaning till självmord, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9490;Oaktsam uppmaning till självmord, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9491;Oaktsam uppmaning till självmord, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9492;Oaktsam uppmaning till självmord, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9493;Oaktsam uppmaning till självmord, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9494;Oaktsam uppmaning till självmord, mot man 18 år eller äldre, obekanta;;70 - 98
9495;Barnfridsbrott, mot flicka under 18 år;;70 - 98
9496;Barnfridsbrott, mot pojke under 18 år;;70 - 98
9500;Oskuldskontroll mot flicka under 18 år;;70 - 98
9501;Oskuldskontroll mot kvinna 18 år eller äldre;;70 - 98
9502;Intygande av sexuell oskuld mot flicka under 18 år;;70 - 98
9503;Intygande av sexuell oskuld mot kvinna 18 år eller äldre;;70 - 98
9504;Äktenskapstvång mot kvinna 18 år eller äldre;;70 - 98
9505;Äktenskapstvång mot man 18 år eller äldre;;70 - 98
9506;Barnäktenskapsbrott mot flicka under 18 år;;70 - 98
9507;Barnäktenskapsbrott mot pojke under 18 år;;70 - 98
9508;Vilseledande till äktenskapsresa mot flicka under 18 år;;70 - 98
9509;Vilseledande till äktenskapsresa mot pojke under 18 år;;70 - 98
5910;Vilseledande till äktenskapsresa mot kvinna 18 år eller äldre;;70 - 98
9511;Vilseledande till äktenskapsresa mot man 18 år eller äldre;;70 - 98
9512;Människohandel för sexuella ändamål mot flicka under 18 år;;70 - 98
9513;Människohandel för sexuella ändamål mot pojke under 18 år;;70 - 98
9514;Människohandel för sexuella ändamål mot kvinna 18 år eller äldre;;70 - 98
9515;Människohandel för sexuella ändamål mot man 18 år eller äldre;;70 - 98
9516;Människohandel för tvångsarbete mot flicka under 18 år;;70 - 98
9517;Människohandel för tvångsarbete mot pojke under 18 år;;70 - 98
9518;Människohandel för tvångsarbete mot kvinna 18 år eller äldre;;70 - 98
9519;Människohandel för tvångsarbete mot man 18 år eller äldre;;70 - 98
9520;Människohandel för tiggeri mot flicka under 18 år;;70 - 98
9521;Människohandel för tiggeri mot pojke under 18 år;;70 - 98
9522;Människohandel för tiggeri mot kvinna 18 år eller äldre;;70 - 98
9523;Människohandel för tiggeri mot man 18 år eller äldre;;70 - 98
9524;Människohandel för organhandel mot flicka under 18 år;;70 - 98
9525;Människohandel för organhandel mot pojke under 18 år;;70 - 98
9526;Människohandel för organhandel mot kvinna 18 år eller äldre;;70 - 98
9527;Människohandel för organhandel mot man 18 år eller äldre;;70 - 98
9528;Människohandel för krigstjänst mot flicka under 18 år;;70 - 98
9529;Människohandel för krigstjänst mot pojke under 18 år;;70 - 98
9530;Människohandel för krigstjänst mot kvinna 18 år eller äldre;;70 - 98
9531;Människohandel för krigstjänst mot man 18 år eller äldre;;70 - 98
9532;Människohandel för brottslig verksamhet mot flicka under 18 år;;70 - 98
9533;Människohandel för brottslig verksamhet mot pojke under 18 år;;70 - 98
9534;Människohandel för brottslig verksamhet mot kvinna 18 år eller äldre;;70 - 98
9535;Människohandel för brottslig verksamhet mot man 18 år eller äldre;;70 - 98
9536;Människohandel för surrogatmoderskap mot flicka under 18 år;;70 - 98
9537;Människohandel för surrogatmoderskap mot pojke under 18 år;;70 - 98
9538;Människohandel för surrogatmoderskap mot kvinna 18 år eller äldre;;70 - 98
9539;Människohandel för surrogatmoderskap mot man 18 år eller äldre;;70 - 98
9540;Människohandel för tvångsäktenskap mot flicka under 18 år;;70 - 98
9541;Människohandel för tvångsäktenskap mot pojke under 18 år;;70 - 98
9542;Människohandel för tvångsäktenskap mot kvinna 18 år eller äldre;;70 - 98
9543;Människohandel för tvångsäktenskap mot man 18 år eller äldre;;70 - 98
9544;Människohandel för illegal adoption mot flicka under 18 år;;70 - 98
9545;Människohandel för illegal adoption mot pojke under 18 år;;70 - 98
9546;Människohandel för illegal adoption mot kvinna 18 år eller äldre;;70 - 98
9547;Människohandel för illegal adoption mot man 18 år eller äldre;;70 - 98
9548;Människohandel för övriga ändamål mot flicka under 18 år;;70 - 98
9549;Människohandel för övriga ändamål mot pojke under 18 år;;70 - 98
9550;Människohandel för övriga ändamål mot kvinna 18 år eller äldre;;70 - 98
9551;Människohandel för övriga ändamål mot man 18 år eller äldre;;70 - 98
9552;Psykiskt våld, mot flicka under 18 år;;70 - 98
9553;Psykiskt våld, mot pojke under 18 år;;70 - 98
9554;Psykiskt våld mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9555;Psykiskt våld mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9556;Psykiskt våld mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9557;Psykiskt våld mot kvinna 18 år eller äldre, obekanta;;70 - 98
9558;Psykiskt våld mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9559;Psykiskt våld mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9560;Psykiskt våld mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9561;Psykiskt våld mot man 18 år eller äldre, obekanta;;70 - 98
9595;Könsstympning mot flicka under 18 år;;70 - 98
9596;Könsstympning mot kvinna 18 år eller äldre;;70 - 98
9597;Oskuldsingrepp mot flicka under 18 år;;70 - 98
9598;Oskuldsingrepp mot kvinna 18 år eller äldre;;70 - 98
9599;Lagen med förbud mot könsstympning av kvinnor (upphörde år 2025);2025;70 - 98
9601;Sexuellt ofredande mot flicka under 15 år (upphörde år 2024);2024;70 - 98
9602;Sexuellt ofredande mot pojke under 15 år (upphörde år 2024);2024;70 - 98
9603;Sexuellt ofredande mot flicka 15-17 år (upphörde år 2024);2024;70 - 98
9604;Sexuellt ofredande mot poje 15-17 år (upphörde år 2024);2024;70 - 98
9605;Sexuellt ofredande mot kvinna 18 år eller äldre(upphörde år 2019);2019;70 - 98
9606;Sexuellt ofredande mot man 18 år eller äldre(upphörde år 2019);2019;70 - 98
9607;Oaktsam våldtäkt, mot flicka 15-17 år, utomhus (upphörde år 2024);2024;70 - 98
9608;Oaktsam våldtäkt, mot flicka 15-17 år, inomhus (upphörde år 2024);2024;70 - 98
9609;Oaktsam våldtäkt, mot pojke 15-17 år, utomhus (upphörde år 2024);2024;70 - 98
9610;Oaktsam våldtäkt, mot pojke 15-17 år, inomhus (upphörde år 2024);2024;70 - 98
9611;Oaktsam våldtäkt mot kvinna 18 år eller äldre, utomhus;;70 - 98
9612;Oaktsam våldtäkt mot kvinna 18 år eller äldre, inomhus;;70 - 98
9613;Oaktsam våldtäkt mot man 18 år eller äldre, utomhus;;70 - 98
9614;Oaktsam våldtäkt mot man 18 år eller äldre, inomhus;;70 - 98
9615;Sexuellt övergrepp inkl. grovt (2 §), mot flicka 15-17 år (upphörde år 2024);2024;70 - 98
9616;Sexuellt övergrepp inkl. grovt (2 §), mot pojke 15-17 år (upphörde år 2024);2024;70 - 98
9617;Sexuellt övergrepp inkl. grovt, mot kvinna 18 år eller äldre(upphörde år 2019);2019;70 - 98
9618;Sexuellt övergrepp inkl. grovt, mot man 18 år eller äldre(upphörde år 2019);2019;70 - 98
9619;Oaktsamt sexuellt övergrepp, mot flicka 15-17 år (upphörde år 2024);2024;70 - 98
9620;Oaktsamt sexuellt övergrepp, mot pojke 15-17 år (upphörde år 2024);2024;70 - 98
9621;Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre(upphörde år 2019);2019;70 - 98
9622;Oaktsamt sexuellt övergrepp, mot man 18 år eller äldre(upphörde år 2019);2019;70 - 98
9623;Samlag med avkomling eller syskon, mot flicka 15-17 år;;70 - 98
9624;Samlag med avkomling eller syskon, mot pojke 15-17 år;;70 - 98
9625;Samlag med avkomling eller syskon, mot kvinna 18 år eller äldre;;70 - 98
9626;Samlag med avkomling eller syskon, mot man 18 år eller äldre;;70 - 98
9627;Försök till våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus;;70 - 98
9628;Försök till våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9629;Försök till våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9630;Försök till våldtäkt inkl. grov, mot kvinna 18 år eller äldre, obekanta, inomhus;;70 - 98
9631;Försök till våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, utomhus;;70 - 98
9632;Försök till våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9633;Försök till våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9634;Försök till våldtäkt inkl. grov, mot kvinna 18 år eller äldre, obekanta, utomhus;;70 - 98
9635;Fullbordad våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus;;70 - 98
9636;Fullbordad våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9637;Fullbordad våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9638;Fullbordad våldtäkt inkl. grov, mot kvinna 18 år eller äldre, obekanta, inomhus;;70 - 98
9639;Fullbordad våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, utomhus;;70 - 98
9640;Fullbordad våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9641;Fullbordad våldtäkt inkl. grov, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9642;Fullbordad våldtäkt inkl. grov, mot kvinna 18 år eller äldre, obekanta, utomhus;;70 - 98
9643;Försök till våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus;;70 - 98
9644;Försök till våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9645;Försök till våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9646;Försök till våldtäkt inkl. grov, mot man 18 år eller äldre, obekanta, inomhus;;70 - 98
9647;Försök till våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, utomhus;;70 - 98
9648;Försök till våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9649;Försök till våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9650;Försök till våldtäkt inkl. grov, mot man 18 år eller äldre, obekanta, utomhus;;70 - 98
9651;Fullbordad våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus;;70 - 98
9652;Fullbordad våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9653;Fullbordad våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9654;Fullbordad våldtäkt inkl. grov, mot man 18 år eller äldre, obekanta, inomhus;;70 - 98
9655;Fullbordad våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, utomhus;;70 - 98
9656;Fullbordad våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9657;Fullbordad våldtäkt inkl. grov, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9658;Fullbordad våldtäkt inkl. grov, mot man 18 år eller äldre, obekanta, utomhus;;70 - 98
9659;Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, utomhus;;70 - 98
9660;Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9661;Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9662;Oaktsam våldtäkt, mot kvinna 18 år eller äldre, obekanta, utomhus;;70 - 98
9663;Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, utomhus;;70 - 98
9664;Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, utomhus;;70 - 98
9665;Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, utomhus;;70 - 98
9666;Oaktsam våldtäkt, mot man 18 år eller äldre, obekanta, utomhus;;70 - 98
9667;Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus;;70 - 98
9668;Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9669;Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9670;Oaktsam våldtäkt, mot kvinna 18 år eller äldre, obekanta, inomhus;;70 - 98
9671;Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus;;70 - 98
9672;Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus;;70 - 98
9673;Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus;;70 - 98
9674;Oaktsam våldtäkt, mot man 18 år eller äldre, obekanta, inomhus;;70 - 98
9675;Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9676;Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9677;Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9678;Sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9679;Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9680;Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9681;Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9682;Sexuellt övergrepp, mot man 18 år eller äldre, obekanta;;70 - 98
9683;Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9684;Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9685;Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9686;Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta;;70 - 98
9687;Oaktsamt sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9688;Oaktsamt sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9689;Oaktsamt sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9690;Oaktsamt sexuellt övergrepp, mot man 18 år eller äldre, obekanta;;70 - 98
9691;Sexuellt ofredande, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation;;70 - 98
9692;Sexuellt ofredande, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj;;70 - 98
9693;Sexuellt ofredande, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation;;70 - 98
9694;Sexuellt ofredande, mot kvinna 18 år eller äldre, obekanta;;70 - 98
